ticker,name,sector,earnings_date,session,entry_by,implied_move_mid,implied_move_ask,fair_move,ci_low,ci_high,edge,z,score,structure,detail,entry_side,entry_price,max_gain,max_loss,spread_pct,spread_cost_pct_of_edge,open_interest,conf_mult,n_events,screened,screen_reason,flags,spot,expiry,atm_strike,straddle_bid,straddle_mid,straddle_ask,legs_json
OKE,Oneok,Energy,2026-08-03,AMC,2026-08-03,0.06874580888596768,0.07154035396263303,0.030193375442430212,0.025288886907304513,0.03509786397755591,1.27685072896356,10.074200061305945,7.849139614161137,iron fly,"short 90 straddle @ bid, long 85P / 95C @ ask",credit,310.00000000000006,310.00000000000006,189.99999999999994,0.08130081300813008,14.497373198286663,3475,0.8333333333333333,12,False,,wide market,89.45999908447266,2026-08-21,90.0,5.9,6.15,6.4,"[{""action"": ""SELL"", ""right"": ""CALL"", ""strike"": 90.0}, {""action"": ""SELL"", ""right"": ""PUT"", ""strike"": 90.0}, {""action"": ""BUY"", ""right"": ""CALL"", ""strike"": 95.0}, {""action"": ""BUY"", ""right"": ""PUT"", ""strike"": 85.0}]"
MPC,Marathon Petroleum,Energy,2026-08-04,BMO,2026-08-03,0.09556586975095957,0.0995677905948021,0.03799163649170668,0.031618436069633445,0.04436483691377991,1.515444939357139,11.577721153959128,7.838071970505556,no affordable structure,,,,,,0.08375209380234505,13.901777296180907,1374,0.8333333333333333,12,False,,wide market,312.3500061035156,2026-08-21,310.0,28.6,29.85,31.1,
APH,Amphenol,Information Technology,2026-07-29,BMO,2026-07-28,0.13464630335184327,0.13866559598921172,0.06235677747940553,0.052333103564569675,0.07238045139424139,1.1592889946295362,9.242744441336242,7.702287034446868,iron fly,"short 150 straddle @ bid, long 145P / 155C @ ask",credit,340.00000000000006,340.00000000000006,159.99999999999997,0.05970149253731339,11.119986163585875,3741,0.8333333333333333,12,False,,,149.27999877929688,2026-08-21,150.0,19.5,20.1,20.7,"[{""action"": ""SELL"", ""right"": ""CALL"", ""strike"": 150.0}, {""action"": ""SELL"", ""right"": ""PUT"", ""strike"": 150.0}, {""action"": ""BUY"", ""right"": ""CALL"", ""strike"": 155.0}, {""action"": ""BUY"", ""right"": ""PUT"", ""strike"": 145.0}]"
XOM,ExxonMobil,Energy,2026-07-31,BMO,2026-07-30,0.03925179189958165,0.040705561969936535,0.01785998955632329,0.014663215748494123,0.021056763364152457,1.1977499917229595,8.576063097106367,7.1467192475886385,iron fly,"short 155 straddle @ bid, long 150P / 160C @ ask",credit,338.0,338.0,162.0,0.07407407407407425,13.591842772547269,2205,0.8333333333333333,12,False,,,154.77000427246094,2026-07-31,155.0,5.85,6.075,6.300000000000001,"[{""action"": ""SELL"", ""right"": ""CALL"", ""strike"": 155.0}, {""action"": ""SELL"", ""right"": ""PUT"", ""strike"": 155.0}, {""action"": ""BUY"", ""right"": ""CALL"", ""strike"": 160.0}, {""action"": ""BUY"", ""right"": ""PUT"", ""strike"": 150.0}]"
GPN,Global Payments,Financials,2026-08-05,BMO,2026-08-04,0.11479895646289424,0.11896264918434636,0.05631832179158787,0.04392313623256507,0.06871350735061066,1.038394483552269,6.046604226928172,5.038836855773476,iron fly,"short 85 straddle @ bid, long 80P / 90C @ ask",credit,350.00000000000006,350.00000000000006,149.99999999999994,0.07253886010362687,14.239560650647457,1091,0.8333333333333333,12,False,,squeeze risk (9% of float short — no short premium),84.05999755859375,2026-08-21,85.0,9.3,9.65,10.0,"[{""action"": ""SELL"", ""right"": ""CALL"", ""strike"": 85.0}, {""action"": ""SELL"", ""right"": ""PUT"", ""strike"": 85.0}, {""action"": ""BUY"", ""right"": ""CALL"", ""strike"": 90.0}, {""action"": ""BUY"", ""right"": ""PUT"", ""strike"": 80.0}]"
UBER,Uber,Industrials,2026-08-05,BMO,2026-08-04,0.08345555844135207,0.08594895825418684,0.05233416611035374,0.04398841496786479,0.06067991725284269,0.5946668236840655,4.779099655673715,3.9825830463947622,iron fly,"short 68 straddle @ bid, long 62P / 74C @ ask",credit,384.0,384.0,216.0,0.05975395430579963,16.023703479045388,638,0.8333333333333333,12,False,,,68.18000030517578,2026-08-07,68.0,5.52,5.6899999999999995,5.859999999999999,"[{""action"": ""SELL"", ""right"": ""CALL"", ""strike"": 68.0}, {""action"": ""SELL"", ""right"": ""PUT"", ""strike"": 68.0}, {""action"": ""BUY"", ""right"": ""CALL"", ""strike"": 74.0}, {""action"": ""BUY"", ""right"": ""PUT"", ""strike"": 62.0}]"
HOOD,Robinhood Markets,Financials,2026-07-29,AMC,2026-07-29,0.10820700297845495,0.11134343784739567,0.07560572722387868,0.06346170626945533,0.08774974817830203,0.43120113980306723,3.440523955275811,2.8671032960631755,iron fly,"short 96 straddle @ bid, long 88P / 104C @ ask",credit,581.0,581.0,218.99999999999994,0.05797101449275342,19.241178735163132,1369,0.8333333333333333,12,False,,,95.6500015258789,2026-07-31,96.0,10.05,10.35,10.649999999999999,"[{""action"": ""SELL"", ""right"": ""CALL"", ""strike"": 96.0}, {""action"": ""SELL"", ""right"": ""PUT"", ""strike"": 96.0}, {""action"": ""BUY"", ""right"": ""CALL"", ""strike"": 104.0}, {""action"": ""BUY"", ""right"": ""PUT"", ""strike"": 88.0}]"
MSFT,Microsoft,Information Technology,2026-07-29,AMC,2026-07-29,0.07253919187164203,0.07337445271693108,0.05377417158142085,0.045397086541126154,0.06215125662171555,0.3489597280324175,2.870837515468439,2.392364596223699,iron fly,"short 390 straddle @ bid, long 377.5P / 402.5C @ ask",credit,1004.9999999999999,1004.9999999999999,245.0000000000001,0.02302922940655455,8.902317528794057,6648,0.8333333333333333,12,False,,,389.1000061035156,2026-07-31,390.0,27.9,28.225,28.55,"[{""action"": ""SELL"", ""right"": ""CALL"", ""strike"": 390.0}, {""action"": ""SELL"", ""right"": ""PUT"", ""strike"": 390.0}, {""action"": ""BUY"", ""right"": ""CALL"", ""strike"": 402.5}, {""action"": ""BUY"", ""right"": ""PUT"", ""strike"": 377.5}]"
COIN,Coinbase,Financials,2026-07-30,AMC,2026-07-30,0.09866260348695523,0.10120006832701307,0.07136649131094722,0.057486426959399886,0.08524655566249455,0.38247799036493957,2.520355560229953,2.1002963001916273,iron fly,"short 167.5 straddle @ bid, long 157.5P / 177.5C @ ask",credit,750.0000000000002,750.0000000000002,249.99999999999983,0.05143721633888036,18.592133734621406,5085,0.8333333333333333,12,False,,squeeze risk (11% of float short — no short premium),167.49000549316406,2026-07-31,167.5,16.1,16.525,16.95,"[{""action"": ""SELL"", ""right"": ""CALL"", ""strike"": 167.5}, {""action"": ""SELL"", ""right"": ""PUT"", ""strike"": 167.5}, {""action"": ""BUY"", ""right"": ""CALL"", ""strike"": 177.5}, {""action"": ""BUY"", ""right"": ""PUT"", ""strike"": 157.5}]"
OXY,Occidental Petroleum,Energy,2026-08-05,AMC,2026-08-05,0.0644456577522801,0.06735845584277864,0.03848089754267549,0.03199132952401316,0.04497046556133782,0.6747441423581553,5.12768131698979,2.052038191827347,iron fly,"short 55 straddle @ bid, long 50P / 60C @ ask",credit,265.99999999999994,265.99999999999994,234.00000000000003,0.09039548022598878,22.436549130317534,2116,0.8333333333333333,12,False,,wide market,54.93000030517578,2026-08-07,55.0,3.38,3.54,3.7,"[{""action"": ""SELL"", ""right"": ""CALL"", ""strike"": 55.0}, {""action"": ""SELL"", ""right"": ""PUT"", ""strike"": 55.0}, {""action"": ""BUY"", ""right"": ""CALL"", ""strike"": 60.0}, {""action"": ""BUY"", ""right"": ""PUT"", ""strike"": 50.0}]"
