ticker,name,structure,contracts,entry_side,entry_price,cash_flow,position_risk,position_max_gain,entry_by,earnings_date,session,expiry,spot,edge,score,implied_move_mid,fair_move,n_events
CRWD,CrowdStrike,iron fly,2,credit,775.0,1550.0,450.0,1550.0,2026-08-26,2026-08-26,AMC,2026-08-28,190.67999267578125,0.47708487189776844,3.2871881067247006,0.08718796223297519,0.05902704975981205,12
CRM,Salesforce,iron fly,2,credit,755.0000000000001,1510.0000000000002,489.9999999999999,1510.0000000000002,2026-08-26,2026-08-26,AMC,2026-08-28,209.05999755859375,0.4034066192098157,1.833310332959139,0.07796804836100489,0.055556278054969266,12
