ticker,market_cap,net_debt,owner_earnings_norm,oe_yield,t10,dcf_growth_used,value_oe_yield,value_dcf,value_dcf_low,value_dcf_high,value_epv,value_conservative,implied_growth,margin_of_safety,years_of_data,latest_fy_end,roic_median_10y,roic_latest,roic_trend,gross_margin,gm_sigma_10y,gm_trend,op_margin,om_sigma_10y,fcf_ni_10y,incremental_roic_5y,rev_cagr_10y,rev_cagr_5y,rev_consistency,rev_drawdown_2020,nd_ebitda,interest_coverage,altman_z_coarse,share_cagr_10y,op_income_derived,sbc_fcf_10y,buyback_timing,dividend_years_10y,buyback_years_10y,owner_earnings,owner_earnings_3y_avg,maint_capex_proxy,moat_flag,structural_decline,leverage,dilution,accruals,altman_distress,late_filing,auditor_change,restatement,going_concern,eject,eject_reasons,demote_count,demote_reasons,needs_human_review,rank_score,verdict
KIM,16778817458.989565,7507052000.0,1193431000.0,0.04914096248500768,0.045,0.0625398896275593,6533312705.882355,19226822841.97811,17617069609.75813,20973342962.037766,11934310000.0,6533312705.882355,0.03143626492074329,-1.568194454228792,11,2025-12-31,0.03254910867091169,0.04297415826522584,-9.392571507314977e-05,,,,0.3601781398765301,0.05899293490877899,0.4225515072236235,0.057951137997043385,0.0625398896275593,0.1513281255844594,0.7,-0.08714504644123144,5.370185412110768,2.3344407563992298,1.3719296095599942,0.05043453201540582,False,0.10342113982770046,,10,2,1193431000.0,1193431000.0,"min(depreciation & amortization, capex)",False,False,True,True,True,False,False,False,False,False,True,leverage,2,dilution;accruals,substitution risk unassessed (cannot be automated),0.0,ejected
IPGP,4572450894.1604,-403790000.0,22816000.0,0.005473220436798161,0.045,0.01083081639549155,672213529.4117647,292919237.04629576,268072765.07960153,319924325.14020205,228160000.0,228160000.0,,-19.040545644111152,11,2025-12-31,0.0971825342927745,0.005240195471230208,-0.03890930874362529,0.38002763562026226,0.07756235159204232,-0.021619797824077386,0.013054692426704338,0.18362123493824867,0.9575130928085354,,0.01083081639549155,-0.03519663440578058,0.5,-0.08661086688458153,-5.050026263788489,,14.356844738389924,-0.022277675938610075,False,0.1814127435106264,-0.2615176386031382,0,10,31096000.0,22816000.0,"min(depreciation & amortization, capex)",False,False,False,False,False,False,False,False,False,False,False,,0,,substitution risk unassessed (cannot be automated),0.0,no moat evidence
INCY,23316575127.143974,-3097817000.0,,,0.045,0.1,,,,,,,,,11,2025-12-31,0.22490696319220177,0.5657992993787597,0.029825036883461754,0.9276186571260407,0.011528687708355677,-0.003074157343612199,0.2946484526501573,0.13436133883947887,0.6395697487270319,1.4769273901833984,0.21166904948269805,0.14029891744294387,1.0,0.23529398140320423,-1.9263294043758492,623.912273476112,7.901613506714018,0.006932818321634837,False,0.9073882220858761,,0,1,,,"min(depreciation & amortization, capex)",True,False,False,True,False,False,False,False,False,False,False,,1,dilution,substitution risk unassessed (cannot be automated),0.0,pass
HSIC,9614574464.623177,2918000000.0,542000000.0,0.0432472993900776,0.045,0.021768573658754287,3458470588.2352943,7302606338.762635,6684806173.4981985,7973829673.017712,5420000000.0,3458470588.2352943,0.08469743167391133,-1.7800075840833078,11,2025-12-27,0.1232399523250361,0.08090739415363549,-0.006241923602807157,0.3113622572815534,0.014373704289197263,0.002545655395897366,0.04952973300970874,0.009789951151826046,1.1303514051576462,0.024665637016232565,0.021768573658754287,0.054343001644374,0.8,0.01333863686275416,3.0269709543568464,4.3533333333333335,2.6021084301587045,-0.03185606478299319,False,0.07786303690517832,0.13425965284048152,0,10,570000000.0,542000000.0,"min(depreciation & amortization, capex)",False,False,True,False,False,False,True,False,False,False,True,leverage,1,late_filing,substitution risk unassessed (cannot be automated),0.0,ejected
HST,15875501942.58857,506000000.0,1239666666.6666667,0.0756747867815335,0.045,0.01343795476657239,14078313725.490198,16099677040.288982,14734894927.894367,17582897273.41749,12396666666.666666,12396666666.666666,0.010265292481056735,-0.2806266692058541,11,2025-12-31,0.0829735704687068,0.11482166541602173,0.003840434224957013,,,,0.13984298331697742,0.22252051552612834,1.4910579976600367,0.5864687671081611,0.01343795476657239,0.30425371962783965,0.7,-0.7037849698299506,0.30666666666666664,3.6382978723404253,1.3629837004693395,-0.00575124134045335,False,0.02286739154803273,0.1466244725738397,9,7,1278000000.0,1239666666.6666667,"min(depreciation & amortization, capex)",False,False,True,False,False,False,False,False,False,False,True,leverage,0,,substitution risk unassessed (cannot be automated),0.0,ejected
HUM,47090521676.55945,8169000000.0,1766666666.6666667,0.03197035756131182,0.045,0.09096484773107627,12615313725.4902,32200747878.299522,29525522971.115677,33481935120.31578,17666666666.666668,12615313725.4902,0.18007045779802416,-2.732806230685288,11,2025-12-31,0.12934968751537818,0.08649820500887129,-0.006034932004001433,,,,0.02085389930898322,0.017510550875375102,1.1523021392728232,-0.13429454765154966,0.09096484773107627,0.10940742423348393,0.9,0.1890488225866107,2.4012345679012346,4.2852614896988905,5.10219393482351,-0.022138104255742364,False,0.07185422874169149,0.40478087649402394,10,10,1340000000.0,1766666666.6666667,"min(depreciation & amortization, capex)",False,False,False,False,False,False,False,False,False,False,False,,0,,substitution risk unassessed (cannot be automated),0.0,no moat evidence
HWM,108369114212.61227,2308000000.0,1160333333.3333333,0.010483950016119112,0.045,0.0,11342980392.156862,14199342569.548185,12991830813.625904,15512244059.535099,11603333333.333332,11342980392.156862,,-8.553848324338498,11,2025-12-31,0.08484752558826633,0.21887879321010426,0.018289095020433563,,,,0.24793989335918565,0.06819745351492751,0.3884514435695538,1.6976259043337782,-0.04000660190903571,0.09428692393516935,0.6,-0.25908706677937443,0.9909832546157149,11.625,4.566575893228522,-0.0033844150799660078,False,0.39434889434889436,-0.15900656580074224,0,7,1508000000.0,1160333333.3333333,"min(depreciation & amortization, capex)",False,False,False,True,True,False,False,False,False,False,False,,2,dilution;accruals,substitution risk unassessed (cannot be automated),0.0,no moat evidence
HXL,7478605408.692749,922000000.0,149933333.33333334,0.017847920005644575,0.045,0.0017431930046576394,841921568.6274512,1849008418.0461953,1691832513.9581194,2019892272.961186,1499333333.3333333,841921568.6274512,,-7.882781588414227,11,2025-12-31,0.0875067306366922,0.06400310929053968,-0.009650958272917697,0.22957917524684512,0.04051581864753515,-0.006328920245761157,0.09060668461904008,0.06045381852377145,0.8997067448680351,,0.0017431930046576394,0.04740415845259638,0.6,-0.3622277879186654,3.137121469887717,4.551724137931035,5.101275156377426,-0.019286006385411225,False,0.11734028683181226,0.08805558883431175,9,8,158400000.0,149933333.33333334,"min(depreciation & amortization, capex)",False,False,True,False,False,False,False,False,False,False,True,leverage,0,,substitution risk unassessed (cannot be automated),0.0,ejected
IBM,270273408822.1582,47673000000.0,9098333333.333334,0.028615933631829266,0.045,0.0,59366215686.27452,111338998976.10393,101870733139.30457,121633640219.76749,90983333333.33333,59366215686.27452,0.20594775587012892,-3.552646748622811,11,2025-12-31,0.13040968563140135,0.1526748919958666,-0.014639037514080033,0.5818760642629748,0.042265750906896944,0.010696870437877582,0.1815799215221737,0.04850131942756335,1.5989379996281836,0.7257103376802833,-0.018909894523447046,0.041240412922473046,0.6,-0.04392348476972663,3.2771705506289956,6.337467700258398,4.097162991182832,-0.0035175630818913284,True,0.07121523715400659,0.03774308408655158,10,4,11786000000.0,9098333333.333334,"min(depreciation & amortization, capex)",False,False,True,False,True,False,False,False,False,False,True,leverage,1,accruals,substitution risk unassessed (cannot be automated),0.0,ejected
INVH,17583642124.209023,8250049000.0,1202571000.0,0.046550490760999236,0.045,0.1,5897845117.64706,22791172188.43769,20902478862.85898,22791172188.43769,12025710000.0,5897845117.64706,0.04036700597859012,-1.9813672236994924,11,2025-12-31,0.05604583885628016,,,,,,,2.088887367510901,3.412333807330417,,0.46597926649656696,0.08407914445504261,0.9,0.03294808988573039,,,,0.023720026041863074,False,0.04337350264618519,,9,1,1306525000.0,1202571000.0,"min(depreciation & amortization, capex)",False,False,False,True,False,False,False,False,False,False,False,,1,dilution,substitution risk unassessed (cannot be automated),0.0,no moat evidence
IP,20084578985.415756,8686000000.0,-592000000.0,-0.020576575824215904,0.045,0.013465971620385986,,,,,,,,,11,2025-12-31,0.07716295510598745,-0.10084625698039584,-0.01090685547975943,0.29605652872979604,0.020633984059937018,-0.0037563537390064715,-0.1191926884996192,0.06321218297310559,1.639806996381182,-0.3518810213022291,0.013465971620385986,0.061152533817306676,0.5,-0.041054757875197856,,-5.112522686025408,,,True,0.0,0.5422930222122504,10,10,-2626000000.0,-592000000.0,"min(depreciation & amortization, capex)",False,False,True,False,False,False,False,False,False,False,True,leverage,0,,substitution risk unassessed (cannot be automated),0.0,ejected
ILMN,28777259538.269043,-1418000000.0,-316333333.3333333,-0.011562203753755062,0.045,0.06940863248226137,,,,,,,,,11,2025-12-28,0.1450401512573479,0.48400753582692996,-0.05086594197853975,0.6608335252129864,0.027906342300547792,-0.005379316189560056,0.18581625604420907,0.36276186198952015,,,0.06940863248226137,0.060414789756396914,0.6,,-1.3166202414113277,7.99009900990099,,0.004601524779622057,False,0.4724220623501199,-0.051494418437162404,0,7,972000000.0,-316333333.3333333,"min(depreciation & amortization, capex)",True,False,False,True,False,False,False,False,False,False,False,,1,dilution,substitution risk unassessed (cannot be automated),0.0,pass
USFD,22237983562.149475,5159000000.0,637000000.0,0.023250734831992692,0.045,0.05478304355591801,2335117647.0588245,9920802666.45124,9088490215.268581,10824068899.593147,6370000000.0,2335117647.0588245,0.24492053083583176,-8.523281874109905,11,2025-12-27,0.06770488362273805,0.0953505148187135,0.0029113123990441407,0.17410714285714285,0.0070222745777602305,-0.0006639137664694843,0.030412946428571428,0.010527606969535698,1.6175604535180634,0.9466323321500179,0.05478304355591801,0.11491550164358677,0.8,,3.1059602649006623,3.9311475409836065,1.9431545154623042,0.03004868979818265,False,0.07962531678372714,-0.5337124289195776,0,5,728000000.0,637000000.0,"min(depreciation & amortization, capex)",False,False,True,True,False,False,False,False,False,False,True,leverage,1,dilution,substitution risk unassessed (cannot be automated),0.0,ejected
VAL,5371860553.466034,486600000.0,740533333.3333334,0.12640408287723515,0.045,0.0,8225556862.7451,9062125668.632076,8291482716.331894,9900029130.325531,7405333333.333333,7405333333.333333,-0.1,0.27459571208146816,9,2025-12-31,0.02186886854153041,0.13046332257535145,0.013222922013261196,-135.94957983193277,88.64871987620208,-34.18220152941787,40.08403361344538,16.720757220674376,,,-0.49416588550860774,-0.6430370507185508,0.375,-0.3048899279173972,0.7806834590085031,,4.288087426909579,-0.021168027761004238,False,,0.40517647058823525,4,3,982800000.0,740533333.3333334,"min(depreciation & amortization, capex)",False,False,False,False,False,False,False,False,False,False,False,,0,,substitution risk unassessed (cannot be automated),0.0,no moat evidence
VC,2845048807.0582123,-470000000.0,,,0.045,0.015055103980219808,,,,,,,,,11,2025-12-31,0.29137512147716227,0.20145018915510718,-0.0917118196205301,0.14118895966029724,0.022070450972252756,-0.0016444574399609498,0.09315286624203821,0.028350302933189894,0.10803956378392088,0.2624618970772817,0.015055103980219808,0.08138986282556115,0.3,-0.13480475382003398,-1.0217391304347827,27.0,,-0.04425521879431471,True,0.5516431924882629,0.31578947368421056,1,8,,,"min(depreciation & amortization, capex)",True,False,False,True,True,False,False,False,False,False,False,,2,dilution;accruals,substitution risk unassessed (cannot be automated),0.0,pass
AVY,12292770286.896286,3519100000.0,730533333.3333334,0.04620157641558353,0.045,0.040270858942844656,5075409803.92157,10677141013.58276,9778014614.182442,11653400975.318773,7305333333.333333,5075409803.92157,0.07253584584207806,-1.4220251687653174,11,2025-12-31,0.16409215286036938,0.13689811812032188,-0.0046288009587786465,0.28753881768392525,0.007396373516417039,0.0008646211747546784,0.1197560837897352,0.024391816282912746,1.069235991995426,0.07227521008071162,0.040270858942844656,0.049004548094291556,0.7,,2.5340966371426514,7.83234859675037,,-0.01695226971597641,True,0.05681533345587621,0.4044490789016337,10,10,847200000.0,730533333.3333334,"min(depreciation & amortization, capex)",False,False,False,False,False,False,False,False,False,False,False,,0,,substitution risk unassessed (cannot be automated),0.0,no moat evidence
AWK,25521211766.249084,14267000000.0,1035333333.3333334,0.026021107442973087,0.045,0.049495341056817965,-2086607843.1372528,15756025409.03304,14432342054.8735,17192810986.8736,10353333333.333334,,0.1615340221128153,,11,2025-12-31,0.05557341317961546,0.058478781713921006,0.00013741747446102177,,,,0.3669205233352861,0.02128850327838648,-0.5830179754020813,0.06180420711174274,0.049495341056817965,0.06469935199524413,0.9,0.04349038193476451,5.144969347277317,3.0552845528455284,,0.00803639058398864,False,,0.44785276073619634,10,4,1111000000.0,1035333333.3333334,"min(depreciation & amortization, capex)",False,False,True,False,True,False,False,False,False,False,True,leverage,1,accruals,substitution risk unassessed (cannot be automated),0.0,ejected
