ticker,name,sector,earnings_date,session,entry_by,implied_move_mid,implied_move_ask,fair_move,ci_low,ci_high,edge,z,score,structure,detail,entry_side,entry_price,max_gain,max_loss,spread_pct,spread_cost_pct_of_edge,open_interest,conf_mult,n_events,screened,screen_reason,flags,spot,expiry,atm_strike,straddle_bid,straddle_mid,straddle_ask,legs_json
CRWD,CrowdStrike,Information Technology,2026-08-26,AMC,2026-08-26,0.10565685200971599,0.10963067166494865,0.06522349122672763,0.05425994601876227,0.07618703643469299,0.6199202162060801,4.726518128627724,3.9387651071897696,iron fly,"short 215 straddle @ bid, long 210P / 220C @ ask",credit,369.99999999999994,369.99999999999994,130.00000000000006,0.07522123893805306,19.656143235585777,528,0.8333333333333333,12,False,,,213.89999389648438,2026-08-28,215.0,21.75,22.6,23.45,"[{""action"": ""SELL"", ""right"": ""CALL"", ""strike"": 215.0}, {""action"": ""SELL"", ""right"": ""PUT"", ""strike"": 215.0}, {""action"": ""BUY"", ""right"": ""CALL"", ""strike"": 220.0}, {""action"": ""BUY"", ""right"": ""PUT"", ""strike"": 210.0}]"
CRM,Salesforce,Information Technology,2026-08-26,AMC,2026-08-26,0.08797193220198138,0.09111378692348072,0.055441932923210875,0.042237145738712595,0.06864672010770916,0.5867399919809029,3.157222187163656,2.6310184893030466,iron fly,"short 190 straddle @ bid, long 182.5P / 197.5C @ ask",credit,519.9999999999999,519.9999999999999,230.00000000000006,0.0714285714285714,19.316660259194958,2571,0.8333333333333333,12,False,,,190.97000122070312,2026-08-28,190.0,16.2,16.799999999999997,17.4,"[{""action"": ""SELL"", ""right"": ""CALL"", ""strike"": 190.0}, {""action"": ""SELL"", ""right"": ""PUT"", ""strike"": 190.0}, {""action"": ""BUY"", ""right"": ""CALL"", ""strike"": 197.5}, {""action"": ""BUY"", ""right"": ""PUT"", ""strike"": 182.5}]"
A,Agilent Technologies,Health Care,2026-08-26,AMC,2026-08-26,0.0879083884693507,0.09161333970752257,0.055618773824250546,0.04442709823225193,0.06681044941624917,0.580552436253484,3.6976027216823804,2.4202061237065453,iron fly,"short 150 straddle @ bid, long 145P / 155C @ ask",credit,350.0000000000001,350.0000000000001,149.99999999999991,0.08429118773946356,22.948253046024394,2109,0.8333333333333333,12,False,,wide market,148.4499969482422,2026-09-18,150.0,12.5,13.05,13.6,"[{""action"": ""SELL"", ""right"": ""CALL"", ""strike"": 150.0}, {""action"": ""SELL"", ""right"": ""PUT"", ""strike"": 150.0}, {""action"": ""BUY"", ""right"": ""CALL"", ""strike"": 155.0}, {""action"": ""BUY"", ""right"": ""PUT"", ""strike"": 145.0}]"
WMT,Walmart,Consumer Staples,2026-08-20,BMO,2026-08-19,0.04906848517583241,0.049855680125177326,0.05528217467960285,0.04856189897005817,0.06200245038914753,-0.1123995128589445,-1.1849907373177915,-0.9874922810981595,no trade,,,,,,0.03208556149732632,25.337440786741652,3741,0.8333333333333333,12,False,,,114.33000183105469,2026-08-21,114.0,5.52,5.609999999999999,5.7,
NVDA,Nvidia,Information Technology,2026-08-26,AMC,2026-08-26,0.06410826342010226,0.0646637942989593,0.05823613380999614,0.04464345036311994,0.07182881725687235,0.10083309495209267,0.55365971978414,0.4613830998201166,no trade,,,,,,0.01733102253032929,18.920933826152368,17999,0.8333333333333333,12,False,,,225.00999450683594,2026-08-28,225.0,14.3,14.425,14.55,
TGT,Target Corporation,Consumer Staples,2026-08-19,BMO,2026-08-18,0.07035958139525014,0.07251175682616368,0.07346623551076947,0.05970153110154121,0.08723093991999774,-0.04228682868967641,-0.28925342645064483,-0.241044522042204,no trade,,,,,,0.06117647058823516,138.5526261299775,4114,0.8333333333333333,12,False,,,151.00999450683594,2026-08-21,150.0,10.3,10.625,10.95,
ADI,Analog Devices,Information Technology,2026-08-19,BMO,2026-08-18,0.0625192171679753,0.06815619576508784,0.052746165826734207,0.043748772925441784,0.06174355872802663,0.18528458302248121,1.392085767104316,0.0,screened out,,,,,,0.1803278688524591,115.35759713704076,945,0.8333333333333333,12,True,spread > 10%,spread > 10%,390.2799987792969,2026-08-21,390.0,22.2,24.4,26.6,
ADSK,Autodesk,Information Technology,2026-08-27,AMC,2026-08-27,0.09166528743564001,0.11463333914073265,0.05000653787217872,0.04161802292213848,0.05839505282221896,0.8330660616806718,6.364637097091407,0.0,screened out,,,,,,0.5011286681715575,110.2676001837454,20,0.8333333333333333,12,True,spread > 10%,spread > 10%,241.63999938964844,2026-08-28,240.0,16.6,22.15,27.7,
BBY,Best Buy,Consumer Discretionary,2026-08-27,BMO,2026-08-26,0.0866104844165335,0.09246254417440739,0.08446081049719323,0.07260695126201291,0.09631466973237354,0.025451732071783903,0.23241562434367724,0.0,screened out,,,,,,0.13513513513513511,544.4602276860533,227,0.8333333333333333,12,True,spread > 10%,spread > 10%; squeeze risk (9% of float short — no short premium),85.44000244140625,2026-08-28,85.0,6.9,7.4,7.9,
DE,Deere & Company,Industrials,2026-08-20,BMO,2026-08-19,0.05234031353261732,0.05650753594763463,0.05523729880468301,0.048999466266787306,0.06147513134257872,-0.05244617920780891,-0.5952029494417745,0.0,screened out,,,,,,0.15923566878980913,287.6937245901752,515,0.8333333333333333,12,True,spread > 10%,spread > 10%,599.9199829101562,2026-08-21,600.0,28.9,31.400000000000002,33.900000000000006,
