ticker,name,sector,earnings_date,session,implied_move_mid,implied_move_ask,fair_move,ci_low,ci_high,edge,z,score,structure,detail,entry_side,entry_price,max_gain,max_loss,spread_pct,spread_cost_pct_of_edge,open_interest,conf_mult,n_events,screened,screen_reason,flags,spot,expiry,atm_strike,straddle_bid,straddle_mid,straddle_ask
HBAN,Huntington Bancshares,Financials,2026-07-23,BMO,0.07834358893404832,0.0923335155294141,0.029683011430982256,0.023794737564867857,0.035571285297096654,1.6393409953100506,10.591116776482803,0.0,screened out,,,,,,0.35714285714285715,57.50004341598404,2222,0.8333333333333333,12,True,spread > 10%,spread > 10%,17.8700008392334,2026-08-21,18.0,1.15,1.4,1.65
GS,Goldman Sachs,Financials,2026-07-14,BMO,0.046342801712394736,0.04965977116011215,0.02548561755617834,0.021450522155145573,0.02952071295721111,0.8183903768563026,6.624519263600394,0.0,screened out,,,,,,0.14314928425357887,31.80649336817414,172,0.8333333333333333,12,True,spread > 10%,spread > 10%,1055.1800537109375,2026-07-17,1055.0,45.4,48.900000000000006,52.400000000000006
HON,Honeywell Technologies,Industrials,2026-07-23,BMO,0.07375673586720527,0.08700644889724214,0.04515989955136522,0.03935536592174946,0.050964433180980984,0.633235162166687,6.3139793411459095,0.0,screened out,,,,,,0.3592814371257485,92.66558638654541,9,0.8333333333333333,12,True,spread > 10%,spread > 10%,226.4199981689453,2026-07-24,225.0,13.7,16.7,19.7
IBKR,Interactive Brokers,Financials,2026-07-21,AMC,0.06855138963803473,0.08502497939601206,0.04564817912880092,0.037645003824745685,0.05365135443285615,0.5017332771283187,3.6676385901182145,0.0,screened out,,,,,,0.4806201550387596,143.8539784746399,128,0.8333333333333333,12,True,spread > 10%,spread > 10%,94.08999633789062,2026-07-24,94.0,4.9,6.45,8.0
IBM,IBM,Information Technology,2026-07-22,AMC,0.09528446318204231,0.10119627294151208,0.06250531946716985,0.05237666770614019,0.0726339712281995,0.5244216651366658,4.147615257799122,0.0,screened out,,,,,,0.12408759124087584,36.070556393378176,562,0.8333333333333333,12,True,spread > 10%,spread > 10%,287.55999755859375,2026-07-24,290.0,25.700000000000003,27.400000000000002,29.1
JBHT,J.B. Hunt,Industrials,2026-07-15,AMC,0.06822403408690185,0.07358194252304598,0.06568539217186203,0.0522789206276946,0.07909186371602947,0.03864850054328071,0.2426830555374947,0.0,screened out,,,,,,0.15706806282722513,422.10824649210844,345,0.8333333333333333,12,True,spread > 10%,spread > 10%,279.9599914550781,2026-07-17,280.0,17.6,19.1,20.6
JPM,JPMorgan Chase,Financials,2026-07-14,BMO,0.03774482109526786,0.039825244305243264,0.025711603892413212,0.021234894084112832,0.030188313700713593,0.4680072566925831,3.4448896237555147,0.0,screened out,,,,,,0.11023622047244098,34.57800478299111,633,0.8333333333333333,12,True,spread > 10%,spread > 10%,336.4700012207031,2026-07-17,337.5,12.0,12.7,13.4
JNJ,Johnson & Johnson,Health Care,2026-07-15,BMO,0.03910810012586808,0.04358315635917637,0.03026379068528662,0.02427317198496888,0.03625440938560436,0.2922406360972258,1.892102893887738,0.0,screened out,,,,,,0.22885572139303492,101.19628363012323,1157,0.8333333333333333,12,True,spread > 10%,spread > 10%,256.9800109863281,2026-07-17,255.0,8.899999999999999,10.049999999999999,11.2
KEY,KeyCorp,Financials,2026-07-21,BMO,0.07618026000518995,0.08154506704780896,0.02982975432774618,0.024008118914495225,0.03565138974099714,1.5538346433624761,10.2038007981403,0.0,screened out,,,,,,0.14084507042253522,23.148860898964326,2173,0.8333333333333333,12,True,spread > 10%,spread > 10%,23.299999237060547,2026-08-21,23.0,1.65,1.775,1.9
KMI,Kinder Morgan,Energy,2026-07-15,AMC,0.02506226733404077,0.029887921292769116,0.02362406030102978,0.019549449010671505,0.027698671591388054,0.06087890966601953,0.4523636740192743,0.0,screened out,,,,,,0.3850931677018633,671.0652705717188,4433,0.8333333333333333,12,True,spread > 10%,spread > 10%,32.119998931884766,2026-07-17,32.0,0.65,0.8049999999999999,0.96
LMT,Lockheed Martin,Industrials,2026-07-23,BMO,0.06507779119027543,0.07415619084236966,0.046125432654903646,0.0377342476273782,0.054516617682429096,0.41088738781417017,2.8946260414061418,0.0,screened out,,,,,,0.2790014684287812,95.80232069956601,76,0.8333333333333333,12,True,spread > 10%,spread > 10%,523.219970703125,2026-07-24,525.0,29.299999999999997,34.05,38.8
LUV,Southwest Airlines,Industrials,2026-07-22,AMC,0.09436299754703074,0.11418542153940481,0.0668155372673348,0.05494438956791181,0.07868668496675779,0.41229123354162595,2.974002681827836,0.0,screened out,,,,,,0.4201312910284464,143.91471149145707,134,0.8333333333333333,12,True,spread > 10%,spread > 10%,48.43000030517578,2026-07-24,48.5,3.6100000000000003,4.57,5.53
LVS,Las Vegas Sands,Consumer Discretionary,2026-07-22,AMC,0.07217819873895207,0.08545727387786907,0.07575386905486652,0.06357359149793955,0.08793414661179348,-0.0472011576507688,-0.37622944595953245,0.0,screened out,,,,,,0.3679525222551929,742.7460568618436,53,0.8333333333333333,12,True,spread > 10%,spread > 10%,46.689998626708984,2026-07-24,46.5,2.75,3.37,3.99
MCO,Moody's Corporation,Financials,2026-07-22,BMO,0.08352487297233434,0.10096864251201104,0.031728585736428686,0.025166839215950247,0.038290332256907124,1.6324801762732382,10.116532468050373,0.0,screened out,,,,,,0.41769041769041765,67.35528923233142,391,0.8333333333333333,12,True,spread > 10%,spread > 10%,487.2799987792969,2026-08-21,490.0,32.2,40.7,49.2
MMM,3M,Industrials,2026-07-21,BMO,0.06316658030804502,0.06634078032352468,0.05801671932435055,0.0448796539682664,0.07115378468043469,0.08876511880831209,0.5024000153615862,0.0,screened out,,,,,,0.10050251256281408,123.27323108448267,31,0.8333333333333333,12,True,spread > 10%,spread > 10%,157.52000427246094,2026-07-24,157.5,9.45,9.95,10.45
