ticker,name,structure,contracts,entry_side,entry_price,cash_flow,position_risk,position_max_gain,entry_by,earnings_date,session,expiry,spot,edge,score,implied_move_mid,fair_move,n_events
CCL,Carnival Corporation,iron fly,3,credit,142.0,426.0,474.0,426.0,2026-09-28,2026-09-29,BMO,2026-10-02,21.790000915527344,0.48851503622433523,0.9460433335847033,0.0780174359143141,0.0524129310189622,12
