ticker,name,sector,earnings_date,session,entry_by,implied_move_mid,implied_move_ask,fair_move,ci_low,ci_high,edge,z,score,structure,detail,entry_side,entry_price,max_gain,max_loss,spread_pct,spread_cost_pct_of_edge,open_interest,conf_mult,n_events,screened,screen_reason,flags,spot,expiry,atm_strike,straddle_bid,straddle_mid,straddle_ask,legs_json
WMT,Walmart,Consumer Staples,2026-08-20,BMO,2026-08-19,0.06156866261077242,0.06379941125609026,0.0539708370819045,0.04727134229580069,0.060670331868008305,0.14077649967403127,1.453448880652096,1.2112074005434132,no trade,,,,,,0.07246376811594203,58.72071257340974,1604,0.8333333333333333,12,False,,,112.06999969482422,2026-08-21,112.0,6.65,6.9,7.15,
SMCI,Supermicro,Information Technology,2026-08-11,AMC,2026-08-11,0.14669843849946324,0.1528250554205545,0.12486868461962934,0.10268516052903764,0.14705220871022104,0.1748216852474336,1.2611617729511477,0.8656466152313529,iron fly,"short 29.5 straddle @ bid, long 24P / 35C @ ask",credit,307.99999999999994,307.99999999999994,242.00000000000003,0.08352668213457083,56.13088406599932,550,0.8333333333333333,12,False,,wide market; squeeze risk (19% of float short — no short premium),29.3799991607666,2026-08-14,29.5,4.13,4.3100000000000005,4.49,"[{""action"": ""SELL"", ""right"": ""CALL"", ""strike"": 29.5}, {""action"": ""SELL"", ""right"": ""PUT"", ""strike"": 29.5}, {""action"": ""BUY"", ""right"": ""CALL"", ""strike"": 35.0}, {""action"": ""BUY"", ""right"": ""PUT"", ""strike"": 24.0}]"
ABNB,Airbnb,Consumer Discretionary,2026-08-06,AMC,2026-08-06,0.06627538934615727,0.07056185731381917,0.04657026574544186,0.03491408241741259,0.05822644907347113,0.4231267158410854,2.166582808109164,0.0,screened out,,,,,,0.12935323383084565,43.50612616818384,713,0.8333333333333333,12,True,spread > 10%,spread > 10%,151.63999938964844,2026-08-07,152.5,9.4,10.05,10.7,
ADI,Analog Devices,Information Technology,2026-08-19,BMO,2026-08-18,0.09832763573734517,0.10574858937789954,0.05486806307668205,0.04561617222637703,0.06411995392698706,0.792074117869356,6.0201519044152585,0.0,screened out,,,,,,0.1509433962264153,34.15106585836886,171,0.8333333333333333,12,True,spread > 10%,spread > 10%,377.30999755859375,2026-08-21,377.5,34.3,37.1,39.900000000000006,
AFL,Aflac,Financials,2026-08-06,AMC,2026-08-06,0.03552818466676063,0.04539712485197192,0.037033947304067706,0.03181747641659467,0.04225041819154074,-0.040658983093106234,-0.3699407966805652,0.0,screened out,,,,,,0.5555555555555556,1310.822827010905,65,0.8333333333333333,12,True,spread > 10%,spread > 10%,126.66000366210938,2026-08-07,127.0,3.25,4.5,5.75,
AIG,American International Group,Financials,2026-08-06,AMC,2026-08-06,0.03470051216257317,0.04001500501630059,0.035894139316596164,0.03203599703605027,0.03975228159714206,-0.03325409598193377,-0.3964997787431051,0.0,screened out,,,,,,0.3063063063063063,890.477874236607,312,0.8333333333333333,12,True,spread > 10%,spread > 10%,79.97000122070312,2026-08-07,80.0,2.35,2.7750000000000004,3.2,
AMAT,Applied Materials,Information Technology,2026-08-13,AMC,2026-08-13,0.10886669091966056,0.11886707045124453,0.05403846715430829,0.04507210946914831,0.06300482483946827,1.014614711568128,7.836833421666216,0.0,screened out,,,,,,0.1837178929037875,36.47894768352329,149,0.8333333333333333,12,True,spread > 10%,spread > 10%,527.47998046875,2026-08-14,525.0,52.15,57.425,62.699999999999996,
AMCR,Amcor,Materials,2026-08-12,BMO,2026-08-11,0.06693582465103344,0.08924776620137792,0.058232491989455196,0.04802456154799145,0.06844042243091894,0.14945835845655125,1.092698584011829,0.0,screened out,,,,,,0.6666666666666666,512.7217910178898,254,0.8333333333333333,12,True,spread > 10%,spread > 10%,47.060001373291016,2026-08-21,47.0,2.1,3.1500000000000004,4.2,
AKAM,Akamai Technologies,Information Technology,2026-08-06,AMC,2026-08-06,0.14803879838229808,0.16701813150823375,0.12054881463825312,0.1026298619707227,0.13846776730578356,0.2280402659000656,1.966139641085594,0.0,screened out,,,,,,0.2564102564102563,138.0818068329855,90,0.8333333333333333,12,True,spread > 10%,spread > 10%; squeeze risk (14% of float short — no short premium),118.55000305175781,2026-08-07,119.0,15.3,17.549999999999997,19.799999999999997,
CAH,Cardinal Health,Health Care,2026-08-11,BMO,2026-08-10,0.067743834687851,0.08078767863395896,0.06295318504009359,0.05375120924541012,0.07215516083477706,0.0760986063644968,0.6672150335489,0.0,screened out,,,,,,0.38509316770186325,544.5542840818681,81,0.8333333333333333,12,True,spread > 10%,spread > 10%,237.66000366210938,2026-08-14,235.0,13.0,16.1,19.2,
