ticker,name,structure,contracts,entry_side,entry_price,cash_flow,position_risk,position_max_gain,entry_by,earnings_date,session,expiry,spot,edge,score,implied_move_mid,fair_move,n_events
VST,Vistra Corp.,iron fly,2,credit,325.0000000000001,650.0000000000002,349.99999999999983,650.0000000000002,2026-08-06,2026-08-07,BMO,2026-08-07,155.94000244140625,1.77245551253987,2.4794178501982493,0.07438758380396106,0.026830938663399494,12
UBER,Uber,iron fly,2,credit,372.0,744.0,456.00000000000006,744.0,2026-08-04,2026-08-05,BMO,2026-08-07,71.61000061035156,0.27157932517661854,1.9064165981379273,0.06772797037651343,0.053262874785343195,12
OXY,Occidental Petroleum,iron fly,2,credit,219.99999999999997,439.99999999999994,360.00000000000006,439.99999999999994,2026-08-05,2026-08-05,AMC,2026-08-07,55.470001220703125,0.3055819739201084,0.863402750647485,0.05137912272005307,0.03935342532785083,12
